Gamma_Values,R_Squared_Values,Coef,intercepts
8.31,0.9499709008269585,[1.76306331e+21],7.943632650930435e+19
8.32,0.9498248374443512,[1.87286755e+21],8.200071153764218e+19
8.33,0.9496786108182064,[1.98950831e+21],8.458292090279769e+19
8.34,0.9495322212238129,[2.11341111e+21],8.717561758918902e+19
8.35,0.9493856689365288,[2.24502796e+21],8.977050480936642e+19
8.36,0.9492389542317794,[2.38483897e+21],9.23582363030782e+19
8.370000000000001,0.9490920773850572,[2.53335417e+21],9.492831926895562e+19
8.38,0.9489450386719194,[2.69111527e+21],9.74690093639889e+19
8.39,0.9487978383679879,[2.85869772e+21],9.996719716453843e+19
8.4,0.9486504767489473,[3.03671277e+21],1.0240828543819475e+20
8.41,0.9485029540905446,[3.22580971e+21],1.0477605652811848e+20
8.42,0.9483552706685872,[3.42667819e+21],1.0705252910063367e+20
8.43,0.9482074267589423,[3.64005082e+21],1.0921780345212135e+20
8.44,0.9480594226375356,[3.86670575e+21],1.1124989451285247e+20
8.45,0.9479112585803503,[4.10746957e+21],1.1312455162274618e+20
8.46,0.9477629348634257,[4.36322028e+21],1.1481506408699632e+20
8.47,0.9476144517628561,[4.6348905e+21],1.1629205144771284e+20
8.48,0.94746580955479,[4.9234709e+21],1.1752323733087217e+20
8.49,0.9473170085154287,[5.23001374e+21],1.1847320564558882e+20
8.5,0.947168048921025,[5.55563678e+21],1.1910313782467782e+20
8.51,0.9470189310478827,[5.9015273e+21],1.1937052970115819e+20
8.52,0.9468696551723544,[6.26894642e+21],1.1922888651456066e+20
8.53,0.9467202215708417,[6.65923375e+21],1.1862739443288166e+20
8.540000000000001,0.946570630519793,[7.07381222e+21],1.1751056686048818e+20
8.55,0.9464208822957026,[7.51419325e+21],1.1581786367876661e+20
8.56,0.9462709771751104,[7.98198231e+21],1.134832814339381e+20
8.57,0.9461209154345996,[8.47888473e+21],1.1043491234507129e+20
8.58,0.9459706973507963,[9.00671192e+21],1.065944698539391e+20
8.59,0.9458203232003681,[9.56738795e+21],1.018767782763949e+20
8.6,0.9456697932600231,[1.01629566e+22],9.618922394188828e+19
8.61,0.9455191078065088,[1.07955887e+22],8.943116502238547e+19
8.620000000000001,0.9453682671166111,[1.14675903e+22],8.149329705393193e+19
8.63,0.945217271467153,[1.21814106e+22],7.225697094226621e+19
8.64,0.945066121134993,[1.29396513e+22],6.159346001721583e+19
8.65,0.9449148163970253,[1.3745076e+22],4.93631724585694e+19
8.66,0.9447633575301777,[1.460062e+22],3.5414805156909285e+19
8.67,0.9446117448114104,[1.55094013e+22],1.9584434796098486e+19
8.68,0.9444599785177156,[1.64747317e+22],1.6945416479451382e+18
8.69,0.9443080589261157,[1.75001292e+22],-1.844703874676844e+19
8.700000000000001,0.9441559863136627,[1.85893303e+22],-4.1048241175261086e+19
8.71,0.9440037609574371,[1.97463041e+22],-6.6333979153541366e+19
8.72,0.9438513831345462,[2.09752665e+22],-9.454744204353942e+19
8.73,0.9436988531221239,[2.22806956e+22],-1.259514872120895e+20
8.74,0.9435461711973286,[2.36673478e+22],-1.6083013399902316e+20
8.75,0.9433933376373432,[2.51402755e+22],-1.994901667332531e+20
8.76,0.9432403527193732,[2.67048454e+22],-2.4226285454030484e+20
8.77,0.943087216720646,[2.83667576e+22],-2.8950579622326357e+20
8.78,0.9429339299184092,[3.01320669e+22],-3.4160489907520065e+20
8.790000000000001,0.9427804925899308,[3.20072046e+22],-3.989765010960616e+20
8.8,0.9426269050124968,[3.3999002e+22],-4.620696467441996e+20
8.81,0.9424731674634108,[3.61147149e+22],-5.313685270557916e+20
8.82,0.9423192802199927,[3.83620507e+22],-6.073950957140191e+20
8.83,0.9421652435595778,[4.07491957e+22],-6.907118734529895e+20
8.84,0.9420110577595154,[4.32848454e+22],-7.819249540360265e+20
8.85,0.9418567230971684,[4.59782361e+22],-8.8168722596345e+20
8.86,0.9417022398499112,[4.88391782e+22],-9.907018250410084e+20
8.870000000000001,0.9415476082951296,[5.18780922e+22],-1.1097258339835482e+21
8.88,0.9413928287102192,[5.51060464e+22],-1.23957424634268e+21
8.89,0.9412379013725846,[5.85347976e+22],-1.3811242132372057e+21
8.9,0.9410828265596379,[6.21768333e+22],-1.535319592635577e+21
8.91,0.9409276045487983,[6.60454174e+22],-1.7031758222966894e+21
8.92,0.9407722356174905,[7.01546389e+22],-1.885785138924475e+21
8.93,0.9406167200431438,[7.45194622e+22],-2.0843221676395405e+21
8.94,0.9404610581031912,[7.91557824e+22],-2.300049907521633e+21
8.950000000000001,0.9403052500750682,[8.40804829e+22],-2.5343261407432996e+21
8.96,0.9401492962362116,[8.93114966e+22],-2.788610294695573e+21
8.97,0.9399931968640588,[9.48678712e+22],-3.064470788520087e+21
8.98,0.9398369522360464,[1.00769839e+23],-3.363592897606529e+21
8.99,0.9396805626296094,[1.0703889e+23],-3.6877871719068803e+21
9.0,0.9395240283221802,[1.13697849e+23],-4.0389984463646737e+21
9.01,0.9393673495911871,[1.20770962e+23],-4.419315484368386e+21
9.02,0.9392105267140539,[1.28283981e+23],-4.830981297924829e+21
9.03,0.9390535599681984,[1.36264259e+23],-5.27640419122647e+21
9.040000000000001,0.9388964496310314,[1.44740848e+23],-5.758169577458181e+21
9.05,0.9387391959799559,[1.5374461e+23],-6.279052622082592e+21
9.06,0.9385817992923662,[1.6330832e+23],-6.842031769458714e+21
9.07,0.9384242598456459,[1.73466796e+23],-7.45030321350804e+21
9.08,0.9382665779171683,[1.84257016e+23],-8.107296377266852e+21
9.09,0.9381087537842941,[1.95718259e+23],-8.816690470554322e+21
9.1,0.9379507877243712,[2.07892244e+23],-9.582432199685345e+21
9.11,0.9377926800147334,[2.20823286e+23],-1.0408754708156921e+22
9.120000000000001,0.9376344309326992,[2.3455845e+23],-1.1300197832585738e+22
9.13,0.937476040755571,[2.49147731e+23],-1.2261629763870937e+22
9.14,0.9373175097606341,[2.64644229e+23],-1.329827020964202e+22
9.15,0.9371588382251556,[2.81104345e+23],-1.4415715160541679e+22
9.16,0.9370000264263832,[2.98587987e+23],-1.5619963369813514e+22
9.17,0.9368410746415448,[3.17158784e+23],-1.691744466306075e+22
9.18,0.9366819831478463,[3.36884323e+23],-1.8315050202914756e+22
9.19,0.9365227522224722,[3.57836388e+23],-1.9820164841767262e+22
9.200000000000001,0.9363633821425833,[3.80091229e+23],-2.1440701704686247e+22
9.21,0.9362038731853161,[4.03729831e+23],-2.3185139154205106e+22
9.22,0.9360442256277821,[4.28838214e+23],-2.5062560298888686e+22
9.23,0.9358844397470663,[4.55507746e+23],-2.708269521845385e+22
9.24,0.9357245158202265,[4.8383547e+23],-2.9255966089851693e+22
9.25,0.9355644541242922,[5.13924463e+23],-3.1593535411100666e+22
9.26,0.9354042549362638,[5.45884206e+23],-3.410735753287027e+22
9.27,0.9352439185331113,[5.79830986e+23],-3.681023372191707e+22
9.28,0.9350834451917733,[6.15888316e+23],-3.971587099549743e+22
9.290000000000001,0.9349228351891564,[6.54187385e+23],-4.2838944981920195e+22
9.3,0.9347620888021341,[6.94867533e+23],-4.619516707949234e+22
9.31,0.9346012063075453,[7.38076762e+23],-4.980135620436044e+22
9.32,0.9344401879821939,[7.8397227e+23],-5.36755154371744e+22
9.33,0.9342790341028475,[8.32721025e+23],-5.7836913899255085e+22
9.34,0.9341177449462368,[8.84500368e+23],-6.23061742110543e+22
9.35,0.9339563207890542,[9.39498664e+23],-6.710536590928238e+22
9.36,0.9337947619079529,[9.97915982e+23],-7.225810522420861e+22
9.370000000000001,0.9336330685795459,[1.05996482e+24],-7.778966164548564e+22
9.38,0.9334712410804055,[1.12587089e+24],-8.372707173338973e+22
9.39,0.9333092796870618,[1.19587391e+24],-9.009926066291999e+22
9.4,0.9331471846760017,[1.27022852e+24],-9.693717202062768e+22
9.41,0.9329849563236683,[1.34920517e+24],-1.0427390640877148e+23
9.42,0.9328225949064599,[1.4330911e+24],-1.1214486944829573e+23
9.43,0.9326601007007287,[1.52219142e+24],-1.2058792981155122e+23
9.44,0.9324974739827798,[1.6168302e+24],-1.2964358795765742e+23
9.450000000000001,0.9323347150288712,[1.71735163e+24],-1.3935515628819805e+23
9.46,0.9321718241152113,[1.82412128e+24],-1.4976895148865298e+23
9.47,0.9320088015179594,[1.93752747e+24],-1.6093449987189914e+23
9.48,0.9318456475132236,[2.05798261e+24],-1.7290475659429317e+23
9.49,0.9316823623770609,[2.18592475e+24],-1.8573633967275395e+23
9.5,0.9315189463854752,[2.32181915e+24],-1.9948977979284337e+23
9.51,0.9313553998144173,[2.46615999e+24],-2.142297869636033e+23
9.52,0.9311917229397831,[2.61947215e+24],-2.3002553514490966e+23
9.53,0.9310279160374135,[2.7823131e+24],-2.469509660478062e+23
9.540000000000001,0.9308639793830928,[2.95527497e+24],-2.6508511338781938e+23
9.55,0.9306999132525482,[3.13898667e+24],-2.8451244895612098e+23
9.56,0.9305357179214482,[3.33411617e+24],-3.0532325196379015e+23
9.57,0.9303713936654026,[3.54137297e+24],-3.2761400321079044e+23
9.58,0.930206940759961,[3.76151061e+24],-3.5148780573397634e+23
9.59,0.9300423594806119,[3.99532948e+24],-3.7705483369792865e+23
9.6,0.9298776501027819,[4.24367965e+24],-4.0443281140904386e+23
9.61,0.9297128129018345,[4.50746405e+24],-4.33747524457655e+23
9.620000000000001,0.9295478481530698,[4.78764168e+24],-4.6513336512544085e+23
9.63,0.9293827561317228,[5.08523109e+24],-4.987339143365916e+23
9.64,0.9292175371129631,[5.40131416e+24],-5.3470256258174416e+23
9.65,0.9290521913718934,[5.73703992e+24],-5.7320317240389125e+23
9.66,0.9288867191835495,[6.09362883e+24],-6.144107852065855e+23
9.67,0.9287211208228981,[6.47237712e+24],-6.585123753266522e+23
9.68,0.9285553965648371,[6.87466158e+24],-7.05707654507856e+23
9.69,0.9283895466841939,[7.30194449e+24],-7.562099301185596e+23
9.700000000000001,0.9282235714557251,[7.755779e+24],-8.102470206769565e+23
9.71,0.9280574711541149,[8.23781471e+24],-8.680622324819578e+23
9.72,0.9278912460539747,[8.74980369e+24],-9.299154013983774e+23
9.73,0.9277248964298422,[9.29360686e+24],-9.960840041110994e+23
9.74,0.9275584225561803,[9.87120071e+24],-1.0668643434474143e+24
9.75,0.927391824707376,[1.04846845e+25],-1.1425728126689013e+24
9.76,0.9272251031577403,[1.1136288e+25],-1.2235472439569482e+24
9.77,0.9270582581815062,[1.18283792e+25],-1.3101483466593153e+24
9.78,0.926891290052829,[1.25634734e+25],-1.4027612412311468e+24
9.790000000000001,0.9267241990457842,[1.33442422e+25],-1.501797095193855e+24
9.8,0.9265569854343677,[1.41735229e+25],-1.607694867850458e+24
9.81,0.9263896494924941,[1.50543292e+25],-1.720923170938909e+24
9.82,0.9262221914939965,[1.59898619e+25],-1.8419822528758886e+24
9.83,0.9260546117126248,[1.69835207e+25],-1.9714061147463004e+24
9.84,0.9258869104220459,[1.80389162e+25],-2.1097647667284366e+24
9.85,0.9257190878958416,[1.91598836e+25],-2.257666634215037e+24
9.86,0.9255511444075086,[2.03504961e+25],-2.4157611234974263e+24
9.870000000000001,0.9253830802304577,[2.16150798e+25],-2.584741357527128e+24
9.88,0.925214895638012,[2.29582298e+25],-2.765347092957792e+24
9.89,0.9250465909034071,[2.43848262e+25],-2.9583678304053265e+24
9.9,0.9248781662997897,[2.59000524e+25],-3.1646461306445175e+24
9.91,0.9247096221002166,[2.75094137e+25],-3.3850811502946167e+24
9.92,0.9245409585776542,[2.92187572e+25],-3.620632411432856e+24
9.93,0.9243721760049775,[3.10342932e+25],-3.8723238205196043e+24
9.94,0.9242032746549692,[3.29626178e+25],-4.141247953025967e+24
9.950000000000001,0.9240342548003191,[3.50107365e+25],-4.428570621225979e+24
9.96,0.9238651167136225,[3.718609e+25],-4.7355357437579597e+24
9.97,0.9236958606673803,[3.94965812e+25],-5.063470536775692e+24
9.98,0.9235264869339979,[4.19506033e+25],-5.413791047804745e+24
9.99,0.9233569957857836,[4.45570714e+25],-5.788008054800069e+24
10.0,0.9231873874949488,[4.73254536e+25],-6.187733354369283e+24
10.01,0.9230176623336065,[5.02658064e+25],-6.614686464691683e+24
10.02,0.9228478205737709,[5.33888106e+25],-7.07070177032947e+24
10.03,0.9226778624873561,[5.67058102e+25],-7.557736137902775e+24
10.040000000000001,0.9225077883461755,[6.02288538e+25],-8.077877033490577e+24
10.05,0.9223375984219412,[6.3970738e+25],-8.63335117463218e+24
10.06,0.9221672929862625,[6.79450543e+25],-9.226533751950338e+24
10.07,0.921996872310646,[7.21662378e+25],-9.859958257696504e+24
10.08,0.9218263366664938,[7.66496202e+25],-1.0536326960954095e+25
10.09,0.9216556863251034,[8.14114852e+25],-1.1258522071823262e+25
10.1,0.9214849215576668,[8.64691275e+25],-1.2029617639668101e+25
10.11,0.9213140426352693,[9.18409158e+25],-1.2852892233444977e+25
10.120000000000001,0.9211430498288886,[9.75463593e+25],-1.3731842455256533e+25
10.13,0.9209719434093949,[1.03606179e+26],-1.4670197341605347e+25
10.14,0.9208007236475492,[1.10042381e+26],-1.5671933710371287e+25
10.15,0.9206293908140026,[1.16878339e+26],-1.6741292515304205e+25
10.16,0.9204579451792958,[1.2413888e+26],-1.7882796273853964e+25
10.17,0.920286387013858,[1.31850368e+26],-1.9101267638432546e+25
10.18,0.9201147165880065,[1.40040806e+26],-2.040184918576788e+25
10.19,0.9199429341719452,[1.48739938e+26],-2.1790024503858183e+25
10.200000000000001,0.9197710400357648,[1.57979352e+26],-2.3271640661208194e+25
10.21,0.9195990344494412,[1.67792597e+26],-2.4852932148526715e+25
10.22,0.9194269176828347,[1.78215307e+26],-2.6540546388932074e+25
10.23,0.9192546900056896,[1.89285327e+26],-2.83415709189413e+25
10.24,0.9190823516876335,[2.01042851e+26],-3.026356234916872e+25
10.25,0.918909902998176,[2.13530571e+26],-3.23145772207299e+25
10.26,0.9187373442067082,[2.26793826e+26],-3.4503204880875385e+25
10.27,0.9185646755825019,[2.40880774e+26],-3.6838602509398648e+25
10.28,0.9183918973947088,[2.55842558e+26],-3.933053243589446e+25
10.290000000000001,0.9182190099123602,[2.71733502e+26],-4.1989401897037846e+25
10.3,0.9180460134043649,[2.88611296e+26],-4.482630539271816e+25
10.31,0.9178729081395101,[3.06537217e+26],-4.785306981018059e+25
10.32,0.9176996943864592,[3.25576344e+26],-5.10823024962711e+25
10.33,0.917526372413752,[3.45797795e+26],-5.452744246957673e+25
10.34,0.9173529424898035,[3.67274981e+26],-5.820281497667148e+25
10.35,0.9171794048829032,[3.90085869e+26],-6.212368960990643e+25
10.36,0.9170057598612141,[4.14313266e+26],-6.630634221828401e+25
10.370000000000001,0.9168320076927726,[4.40045122e+26],-7.076812085793513e+25
10.38,0.916658148645487,[4.67374844e+26],-7.5527516044689715e+25
10.39,0.9164841829871373,[4.96401638e+26],-8.060423558823794e+25
10.4,0.9163101109853738,[5.27230869e+26],-8.601928430543972e+25
10.41,0.9161359329077173,[5.59974444e+26],-9.17950489296337e+25
10.42,0.9159616490215573,[5.94751214e+26],-9.795538855327607e+25
10.43,0.9157872595941521,[6.3168741e+26],-1.0452573096306609e+26
10.44,0.9156127648926274,[6.70917099e+26],-1.1153317524996015e+26
10.450000000000001,0.9154381651839762,[7.12582667e+26],-1.1900660110118051e+26
10.46,0.9152634607350576,[7.56835343e+26],-1.2697678520766905e+26
10.47,0.9150886518125959,[8.03835739e+26],-1.354765252484577e+26
10.48,0.9149137386831805,[8.53754441e+26],-1.4454077194322445e+26
10.49,0.9147387216132645,[9.06772621e+26],-1.5420676969608972e+26
10.5,0.9145636008691647,[9.63082697e+26],-1.6451420638747303e+26
10.51,0.9143883767170599,[1.02288903e+27],-1.755053729068165e+26
10.52,0.914213049422991,[1.08640867e+27],-1.8722533305725522e+26
10.53,0.9140376192528601,[1.15387214e+27],-1.9972210450407673e+26
10.540000000000001,0.9138620864724294,[1.22552425e+27],-2.1304685148219085e+26
10.55,0.913686451347321,[1.30162505e+27],-2.2725409002396983e+26
10.56,0.9135107141430155,[1.38245068e+27],-2.424019065180257e+26
10.57,0.9133348751248522,[1.46829446e+27],-2.5855219046170392e+26
10.58,0.9131589345580277,[1.5594679e+27],-2.757708823258162e+26
10.59,0.912982892707595,[1.65630183e+27],-2.9412823750935244e+26
10.6,0.9128067498384638,[1.75914765e+27],-3.13699107424966e+26
10.61,0.9126305062153985,[1.86837853e+27],-3.3456323882317334e+26
10.620000000000001,0.9124541621030187,[1.98439083e+27],-3.568055925346006e+26
10.63,0.9122777177657976,[2.10760549e+27],-3.805166828856537e+26
10.64,0.9121011734680616,[2.2384696e+27],-4.057929391239633e+26
10.65,0.9119245294739902,[2.37745798e+27],-4.3273709027591194e+26
10.66,0.9117477860476138,[2.52507492e+27],-4.614585749503865e+26
10.67,0.9115709434528146,[2.68185602e+27],-4.920739777003015e+26
10.68,0.9113940019533252,[2.84837011e+27],-5.24707493657313e+26
10.69,0.9112169618127278,[3.02522132e+27],-5.594914232655708e+26
10.700000000000001,0.9110398232944537,[3.21305129e+27],-5.965666990579874e+26
10.71,0.9108625866617825,[3.41254146e+27],-6.360834465434941e+26
10.72,0.9106852521778418,[3.62441558e+27],-6.782015814071542e+26
10.73,0.9105078201056058,[3.84944232e+27],-7.230914453663438e+26
10.74,0.9103302907078952,[4.08843803e+27],-7.709344831773797e+26
10.75,0.9101526642473766,[4.34226973e+27],-8.219239634471985e+26
10.76,0.9099749409865613,[4.61185827e+27],-8.762657460755546e+26
10.77,0.9097971211878049,[4.89818163e+27],-9.341790993349939e+26
10.78,0.9096192051133067,[5.20227847e+27],-9.958975697891094e+26
10.790000000000001,0.9094411930251091,[5.52525192e+27],-1.0616699084555803e+27
10.8,0.9092630851850966,[5.86827357e+27],-1.131761056839237e+27
10.81,0.9090848818549955,[6.23258772e+27],-1.2064531966938544e+27
10.82,0.9089065832963727,[6.61951587e+27],-1.286046867618789e+27
10.83,0.9087281897706362,[7.03046155e+27],-1.3708621568610216e+27
10.84,0.9085497015390327,[7.46691536e+27],-1.4612399659736768e+27
10.85,0.9083711188626487,[7.93046042e+27],-1.5575433592808901e+27
10.86,0.9081924420024083,[8.42277808e+27],-1.6601589994170392e+27
10.870000000000001,0.9080136712190742,[8.94565404e+27],-1.7694986755464807e+27
10.88,0.9078348067732452,[9.50098479e+27],-1.8860009302300263e+27
10.89,0.9076558489253573,[1.00907845e+28],-2.0101327912876445e+27
10.9,0.9074767979356816,[1.07171924e+28],-2.142391615414087e+27
10.91,0.9072976540643248,[1.13824803e+28],-2.2833070507382775e+27
10.92,0.9071184175712278,[1.20890612e+28],-2.433443125978533e+27
10.93,0.9069390887161655,[1.28394976e+28],-2.5934004743368676e+27
10.94,0.906759667758746,[1.36365112e+28],-2.763818700798098e+27
10.950000000000001,0.9065801549584095,[1.44829925e+28],-2.9453789020553243e+27
10.96,0.9064005505744289,[1.53820113e+28],-3.1388063488748704e+27
10.97,0.9062208548659079,[1.6336828e+28],-3.344873341343647e+27
10.98,0.9060410680917811,[1.73509053e+28],-3.5644022481105e+27
10.99,0.9058611905108129,[1.84279206e+28],-3.7982687414467287e+27
11.0,0.9056812223815974,[1.95717796e+28],-4.047405240708469e+27
11.01,0.9055011639625574,[2.07866303e+28],-4.3128045775901487e+27
11.02,0.9053210155119439,[2.20768782e+28],-4.595523897416869e+27
11.03,0.9051407772878355,[2.3447202e+28],-4.8966888116361075e+27
11.040000000000001,0.9049604495481376,[2.49025707e+28],-5.217497817640977e+27
11.05,0.9047800325505823,[2.64482617e+28],-5.559227003090421e+27
11.06,0.9045995265527271,[2.80898798e+28],-5.923235052992315e+27
11.07,0.9044189318119549,[2.98333775e+28],-6.310968578983752e+27
11.08,0.904238248585473,[3.16850768e+28],-6.723967791489313e+27
11.09,0.9040574771303126,[3.36516916e+28],-7.163872536761061e+27
11.1,0.9038766177033283,[3.57403527e+28],-7.632428722213624e+27
11.11,0.9036956705611974,[3.79586333e+28],-8.131495154966386e+27
11.120000000000001,0.9035146359604193,[4.03145762e+28],-8.663050820099583e+27
11.13,0.9033335141573151,[4.28167234e+28],-9.229202626827083e+27
11.14,0.9031523054080267,[4.54741469e+28],-9.832193652595423e+27
11.15,0.9029710099685164,[4.82964814e+28],-1.0474411917035835e+28
11.16,0.9027896280945664,[5.12939595e+28],-1.1158399719741775e+28
11.17,0.9026081600417779,[5.44774485e+28],-1.1886863578015815e+28
11.18,0.9024266060655709,[5.78584901e+28],-1.2662684803043044e+28
11.19,0.902244966421183,[6.14493418e+28],-1.3488930755406436e+28
11.200000000000001,0.9020632413636699,[6.52630218e+28],-1.4368866823477817e+28
11.21,0.9018814311479038,[6.93133559e+28],-1.5305969170999526e+28
11.22,0.901699536028573,[7.36150274e+28],-1.6303938303137062e+28
11.23,0.9015175562601822,[7.81836308e+28],-1.7366713503427483e+28
11.24,0.9013354920970504,[8.30357281e+28],-1.8498488197405126e+28
11.25,0.901153343793312,[8.81889085e+28],-1.970372630224823e+28
11.26,0.9009711116029149,[9.36618525e+28],-2.098717962558315e+28
11.27,0.9007887957796206,[9.94743997e+28],-2.2353906380617457e+28
11.28,0.9006063965770036,[1.0564762e+29],-2.380929088906495e+28
11.290000000000001,0.9004239142484506,[1.12203891e+29],-2.5359064547891015e+28
11.3,0.9002413490471602,[1.19166979e+29],-2.7009328140761237e+28
11.31,0.9000587012261424,[1.26562122e+29],-2.8766575580249365e+28
11.32,0.8998759710382174,[1.34416127e+29],-3.0637719172343872e+28
11.33,0.899693158736016,[1.42757461e+29],-3.2630116500651548e+28
11.34,0.8995102645719784,[1.51616361e+29],-3.4751599033905403e+28
11.35,0.8993272887983538,[1.61024934e+29],-3.7010502567004376e+28
11.36,0.8991442316672,[1.71017285e+29],-3.941569961284557e+28
11.370000000000001,0.8989610934303828,[1.81629629e+29],-4.19766338696961e+28
11.38,0.8987778743395752,[1.92900431e+29],-4.470335689681078e+28
11.39,0.8985945746462575,[2.04870541e+29],-4.7606567139478725e+28
11.4,0.8984111946017156,[2.17583343e+29],-5.069765145367517e+28
11.41,0.8982277344570421,[2.31084912e+29],-5.398872929009222e+28
11.42,0.8980441944631343,[2.45424183e+29],-5.7492699707506106e+28
11.43,0.8978605748706945,[2.60653122e+29],-6.1223291396282434e+28
11.44,0.8976768759302292,[2.76826923e+29],-6.519511590435114e+28
11.450000000000001,0.8974930978920485,[2.94004202e+29],-6.9423724270252815e+28
11.46,0.8973092410062657,[3.12247211e+29],-7.392566728089608e+28
11.47,0.897125305522797,[3.31622063e+29],-7.871855958556174e+28
11.48,0.8969412916913606,[3.52198972e+29],-8.382114791242244e+28
11.49,0.8967571997614762,[3.74052507e+29],-8.925338364957575e+28
11.5,0.8965730299824648,[3.97261864e+29],-9.50365000692676e+28
11.51,0.896388782603448,[4.21911151e+29],-1.0119309449175729e+29
11.52,0.8962044578733476,[4.4808969e+29],-1.0774721570415996e+29
11.53,0.8960200560408846,[4.75892347e+29],-1.1472445696970566e+29
11.540000000000001,0.8958355773545796,[5.05419871e+29],-1.2215205498421583e+29
11.55,0.8956510220627515,[5.36779259e+29],-1.3005899515933934e+29
11.56,0.8954663904135173,[5.70084146e+29],-1.3847612363627534e+29
11.57,0.8952816826547918,[6.05455215e+29],-1.4743626645940123e+29
11.58,0.8950968990342867,[6.43020633e+29],-1.5697435636660561e+29
11.59,0.8949120397995102,[6.8291652e+29],-1.6712756768220064e+29
11.6,0.8947271051977671,[7.25287433e+29],-1.7793545982923022e+29
11.61,0.8945420954761573,[7.70286901e+29],-1.894401300109067e+29
11.620000000000001,0.8943570108815759,[8.18077972e+29],-2.0168637564590094e+29
11.63,0.8941718516607133,[8.68833808e+29],-2.147218671794281e+29
11.64,0.8939866180600532,[9.2273831e+29],-2.2859733193170785e+29
11.65,0.8938013103258735,[9.79986785e+29],-2.4336674968740323e+29
11.66,0.8936159287042453,[1.04078666e+30],-2.590875607745143e+29
11.67,0.8934304734410321,[1.10535821e+30],-2.758208874287692e+29
11.68,0.8932449447818902,[1.17393538e+30],-2.9363176929024802e+29
11.69,0.893059342972267,[1.24676665e+30],-3.125894139328297e+29
11.700000000000001,0.8928736682574019,[1.32411587e+30],-3.327674633843584e+29
11.71,0.8926879208823248,[1.40626327e+30],-3.5424427765634696e+29
11.72,0.8925021010918561,[1.49350647e+30],-3.771032363669039e+29
11.73,0.892316209130606,[1.58616154e+30],-4.014330596093794e+29
11.74,0.8921302452429746,[1.68456415e+30],-4.273281492926468e+29
11.75,0.8919442096731501,[1.78907079e+30],-4.5488895225682805e+29
11.76,0.8917581026651101,[1.90006006e+30],-4.842223465511877e+29
11.77,0.8915719244626201,[2.01793405e+30],-5.1544205234910016e+29
11.78,0.891385675309233,[2.14311976e+30],-5.486690690687593e+29
11.790000000000001,0.8911993554482891,[2.27607069e+30],-5.84032140368033e+29
11.8,0.8910129651229153,[2.41726847e+30],-6.216682487878583e+29
11.81,0.890826504576025,[2.5672246e+30],-6.617231419315089e+29
11.82,0.8906399740503171,[2.72648227e+30],-7.043518921867778e+29
11.83,0.8904533737882765,[2.8956184e+30],-7.497194921258906e+29
11.84,0.8902667040321725,[3.07524566e+30],-7.980014878534833e+29
11.85,0.890079965024059,[3.26601472e+30],-8.493846527172874e+29
11.86,0.8898931570057742,[3.46861661e+30],-9.040677039495495e+29
11.870000000000001,0.8897062802189399,[3.68378521e+30],-9.622620649703931e+29
11.88,0.8895193349049613,[3.9122999e+30],-1.024192676257704e+30
11.89,0.8893323213050259,[4.15498842e+30],-1.0900988578729025e+30
11.9,0.8891452396601042,[4.4127298e+30],-1.1602352269277346e+30
11.91,0.8889580902109482,[4.68645761e+30],-1.234872673486257e+30
11.92,0.8887708731980913,[4.97716333e+30],-1.3142993986178528e+30
11.93,0.8885835888618487,[5.28589988e+30],-1.3988220185531303e+30
11.94,0.8883962374423156,[5.6137855e+30],-1.488766739145422e+30
11.950000000000001,0.8882088191793676,[5.96200778e+30],-1.5844806051074898e+30
11.96,0.8880213343126604,[6.33182793e+30],-1.6863328287766265e+30
11.97,0.887833783081629,[6.72458541e+30],-1.7947162034634225e+30
11.98,0.8876461657254873,[7.14170269e+30],-1.9100486067597357e+30
11.99,0.8874584824832279,[7.58469049e+30],-2.0327745995231406e+30
12.0,0.8872707335936219,[8.0551532e+30],-2.1633671266176983e+30
12.01,0.8870829192952175,[8.55479468e+30],-2.3023293258766403e+30
12.02,0.8868950398263411,[9.08542446e+30],-2.450196452162989e+30
12.030000000000001,0.8867070954250955,[9.64896428e+30],-2.6075379238402627e+30
12.040000000000001,0.8865190863293604,[1.0247455e+31],-2.774959499429222e+30
12.05,0.8863310127767918,[1.08830642e+31],-2.9531055927204535e+30
12.06,0.8861428750048211,[1.15580936e+31],-3.1426617351361047e+30
12.07,0.8859546732506556,[1.22749879e+31],-3.344357194692963e+30
12.08,0.8857664077512772,[1.30363432e+31],-3.5589677615114164e+30
12.09,0.8855780787434427,[1.38449167e+31],-3.787318710445943e+30
12.1,0.8853896864636831,[1.47036364e+31],-4.0302879520830417e+30
12.11,0.8852012311483032,[1.56156122e+31],-4.288809384066001e+30
12.120000000000001,0.8850127130333814,[1.65841464e+31],-4.563876455463851e+30
12.13,0.8848241323547691,[1.76127464e+31],-4.856545957708058e+30
12.14,0.8846354893480904,[1.8705137e+31],-5.16794205647867e+30
12.15,0.884446784248742,[1.98652737e+31],-5.49926057983164e+30
12.16,0.8842580172918922,[2.10973576e+31],-5.851773578829989e+30
12.17,0.8840691887124813,[2.24058503e+31],-6.226834177971384e+30
12.18,0.8838802987452203,[2.37954896e+31],-6.625881733800543e+30
12.19,0.8836913476245918,[2.52713076e+31],-7.050447321260613e+30
12.200000000000001,0.8835023355848481,[2.68386482e+31],-7.502159568576539e+30
