Gamma_Values,R_Squared_Values,Coef,intercepts
1.48,0.9990810646633649,[937.56555009],4987.062822081748
1.49,0.9990960608202826,[1001.21029381],5281.878464264446
1.5,0.9991107848730546,[1069.12771084],5594.113922410503
1.51,0.9991252367908693,[1141.60205419],5924.797947539838
1.52,0.9991394165435862,[1218.93634611],6275.0200112499115
1.53,0.9991533241017361,[1301.45360955],6645.93388754116
1.54,0.9991669594365215,[1389.49818011],7038.761445795994
1.55,0.9991803225198167,[1483.43710342],7454.796667350844
1.56,0.9991934133241677,[1583.6616238],7895.409898832847
1.57,0.9992062318227926,[1690.5887699],8362.052356208316
1.58,0.9992187779895814,[1804.66304374],8856.260894311004
1.59,0.9992310517990967,[1926.3582198],9379.663057487462
1.6,0.9992430532265729,[2056.17926136],9933.982427917193
1.61,0.9992547822479173,[2194.66436157],10521.044289139887
1.62,0.9992662388397097,[2342.38711756],11142.781623353716
1.6300000000000001,0.9992774229792022,[2499.9588459],11801.24146214132
1.6400000000000001,0.9992883346443201,[2668.03104894],12498.591611436848
1.6500000000000001,0.9992989738136612,[2847.29804147],13237.127772772132
1.6600000000000001,0.9993093404664963,[3038.49974829],14019.28108413687
1.67,0.9993194345827696,[3242.42468373],14847.62610516091
1.68,0.9993292561430979,[3459.91312482],15724.889272780287
1.69,0.9993388051287713,[3691.86049072],16653.957855087807
1.7,0.9993480815217534,[3939.22094181],17637.889432699172
1.71,0.9993570853046807,[4203.01121245],18679.921938690633
1.72,0.9993658164608634,[4484.31469281],19783.484289991324
1.73,0.9993742749742852,[4784.28577565],20952.20764504787
1.74,0.9993824608296029,[5104.15448529],22189.93732462672
1.75,0.9993903740121471,[5445.23140701],23500.745434788143
1.76,0.9993980145079221,[5808.91293627],24888.944233361603
1.77,0.9994053823036056,[6196.68686847],26359.10028368317
1.78,0.999412477386549,[6610.13835117],27916.049441928822
1.79,0.9994192997447774,[7050.95622227],29564.912727102877
1.8,0.9994258493669899,[7520.93975908],31311.11312562514
1.81,0.9994321262425587,[8022.00586469],33160.3933855152
1.82,0.9994381303615305,[8556.19672002],35118.83485840625
1.83,0.9994438617146253,[9125.68793159],37192.877451043925
1.84,0.9994493202932371,[9732.79720685],39389.340751551994
1.85,0.9994545060894336,[10379.99359136],41715.446399583336
1.86,0.9994594190959565,[11069.90730381],44178.84177353904
1.87,0.9994640593062208,[11805.34020763],46787.62507233994
1.8800000000000001,0.999468426714316,[12589.27696015],49550.37187379006
1.8900000000000001,0.9994725213150047,[13424.89688303],52476.1632563933
1.9000000000000001,0.9994763431037238,[14315.58660037],55574.61557659062
1.9100000000000001,0.9994798920765836,[15264.95349414],58855.91199878986
1.92,0.9994831682303682,[16276.84002943],62330.835881283245
1.93,0.9994861715625355,[17355.33900563],66010.80612720645
1.94,0.999488902071217,[18504.80979321],69907.91461610663
1.95,0.9994913597552176,[19729.89561951],74034.9658384801
1.96,0.9994935446140162,[21035.5419711],78405.51886282691
1.97,0.999495456647765,[22427.01618465],83033.93177238452
1.98,0.9994970958572895,[23909.92830269],87935.4087167594
1.99,0.9994984622440891,[25490.25327581],93126.04973220782
2.0,0.9994995558103361,[27174.35459777],98622.90349334964
2.0100000000000002,0.9995003765588764,[28969.00946583],104444.02316866169
2.02,0.9995009244932289,[30881.43556434],110608.52556221979
2.0300000000000002,0.9995011996175859,[32919.319576],117136.65373488047
2.04,0.9995012019368126,[35090.8475318],124049.84330943273
2.05,0.9995009314564475,[37404.73711796],131370.79267627368
2.06,0.9995003881827016,[39870.27206558],139123.5373288693
2.07,0.999499572122459,[42497.3387568],147333.52857173007
2.08,0.9994984832832766,[45296.46519001],156027.71685788973
2.09,0.9994971216733838,[48278.86245554],165234.64002795183
2.1,0.9994954873016825,[51456.4688831],174984.51673876343
2.11,0.999493580177747,[54841.99703264],185309.3453866648
2.12,0.9994914003118244,[58448.98371102],196243.00884819267
2.13,0.9994889477148333,[62291.84320897],207821.3853800454
2.14,0.9994862223983649,[66385.92396485],220082.466040207
2.15,0.9994832243746822,[70747.5688752],233066.47901334683
2.16,0.9994799536567198,[75394.17948617],246816.02124612694
2.17,0.9994764102580844,[80344.2843146],261376.19782182612
2.18,0.9994725941930541,[85617.61156393],276794.7695289272
2.19,0.9994685054765783,[91235.16651651],293122.3091049563
2.2,0.9994641441242779,[97219.31390248],310412.3666651534
2.21,0.9994595101524447,[103593.86556408],328721.64485540584
2.22,0.9994546035780416,[110384.17375489],348110.18430057855
2.23,0.9994494244187023,[117617.23043536],368641.5599528402
2.24,0.9994439726927313,[125321.77294862],390383.0889801015
2.25,0.9994382484191032,[133528.39648563],413406.05087218806
2.2600000000000002,0.9994322516174633,[142269.67377458],437785.92048217775
2.27,0.9994259823081268,[151580.28245719],463602.6147623556
2.2800000000000002,0.9994194405120791,[161497.1406444],490940.7539988559
2.29,0.9994126262509749,[172059.55117517],519889.93839614873
2.3000000000000003,0.9994055395471392,[183309.35513559],550545.0409125292
2.31,0.9993981804235655,[195291.09523123],583006.5173005341
2.32,0.9993905489039174,[208052.18964338],617380.7343622394
2.33,0.9993826450125269,[221643.11704013],653780.3174885389
2.34,0.999374468774395,[236117.61345618],692324.5186142409
2.35,0.9993660202151912,[251532.88180068],733139.6057871818
2.36,0.9993572993612533,[267949.81480103],776359.2756197642
2.37,0.9993483062395875,[285433.23224201],822125.0899657633
2.38,0.9993390408778676,[304052.1334145],870586.9382438717
2.39,0.9993295033044354,[323879.96574635],921903.5269128896
2.4,0.9993196935482999,[344994.91065021],976242.8976915578
2.41,0.9993096116391375,[367480.18768869],1033782.9762095304
2.42,0.9992992576072914,[391424.37822791],1094712.1528746895
2.43,0.9992886314837718,[416921.7698249],1159229.8978467707
2.44,0.9992777333002553,[444072.72267374],1227547.4121178733
2.45,0.9992665630890845,[472984.0595199],1299888.3168178222
2.46,0.9992551208832682,[503769.480542],1376489.3829862657
2.47,0.999243406716481,[536550.00479589],1457601.304184943
2.48,0.9992314206230629,[571454.43991744],1543489.514462416
2.49,0.9992191626380189,[608619.88188875],1634435.0543309213
2.5,0.999206632797019,[648192.24678718],1730735.4875706052
2.5100000000000002,0.9991938311363981,[690326.83655934],1832705.8718415424
2.52,0.9991807576931553,[735188.94099173],1940679.7862582293
2.5300000000000002,0.9991674125049533,[782954.47818851],2055010.419266324
2.54,0.9991537956101193,[833810.67601387],2176071.720356647
2.5500000000000003,0.9991399070476437,[887956.79711282],2304259.6193588544
2.56,0.9991257468571797,[945604.91029091],2439993.3172759274
2.57,0.999111315079044,[1006980.71121034],2583716.6528529646
2.58,0.9990966117542157,[1072324.39554795],2735899.549318949
2.59,0.9990816369243357,[1141891.58796133],2897039.546000203
2.6,0.9990663906317074,[1215954.33042168],3067663.4197793817
2.61,0.9990508729192956,[1294802.13369893],3248328.9016646924
2.62,0.9990350838307265,[1378743.09602535],3439626.4940426787
2.63,0.9990190234102869,[1468105.09322007],3642181.3945135516
2.64,0.9990026917029248,[1563237.04482942],3856655.5325538367
2.65,0.998986088754248,[1664510.26112758],4083749.7256160844
2.66,0.9989692146105245,[1772319.8761305],4324205.961662579
2.67,0.998952069318682,[1887086.37210332],4578809.815539018
2.68,0.9989346529263073,[2009257.20139046],4848393.007027884
2.69,0.9989169654816462,[2139308.51176781],5133836.1088793725
2.7,0.9988990070336029,[2277746.9819109],5436071.413603783
2.71,0.99888077763174,[2425111.77399191],5756085.968322443
2.72,0.9988622773262777,[2581976.61086423],6094924.787518794
2.73,0.998843506168094,[2748951.98576723],6453694.254106071
2.74,0.9988244642087236,[2926687.51298838],6833565.719838113
2.75,0.9988051515003581,[3115874.42845536],7235779.316733691
2.7600000000000002,0.9987855680958454,[3317248.24980157],7661647.991868276
2.77,0.9987657140486893,[3531591.60605427],8112561.778608349
2.7800000000000002,0.9987455894130493,[3759737.24773965],8589992.318129048
2.79,0.9987251942437396,[4002571.24888435],9095497.64586395
2.8000000000000003,0.9987045285962297,[4261036.41312266],9630727.25839328
2.81,0.9986835925266433,[4536135.8968932],10197427.477182094
2.82,0.9986623860917577,[4828937.06353413],10797447.12654056
2.83,0.9986409093490042,[5140575.58296205],11432743.544192476
2.84,0.9986191623564667,[5472259.79255247],12105388.943913575
2.85,0.9985971451728824,[5825275.33583117],12817577.15083852
2.86,0.9985748578576404,[6200990.09663954],13571630.731238067
2.87,0.9985523004707816,[6600859.44755887],14370008.539843503
2.88,0.9985294730729983,[7026431.83256966],15215313.70914162
2.89,0.9985063757256343,[7479354.70519079],16110302.106492512
2.9,0.998483008490683,[7961380.84469008],17057891.286430478
2.91,0.9984593714307888,[8474375.07439235],18061169.967108585
2.92,0.9984354646092453,[9020321.40763402],19123408.061536804
2.93,0.9984112880899952,[9601330.64853513],20248067.29605589
2.94,0.9983868419376303,[10219648.47648165],21438812.450381286
2.95,0.9983621262173904,[10877664.04504491],22699523.25555896
2.96,0.9983371409951631,[11577919.12801162],24034306.988293856
2.97,0.9983118863374837,[12323117.84727177],25447511.802360676
2.98,0.9982863623115339,[13116137.01951266],26943740.840179607
2.99,0.998260568985142,[13960037.16101175],28527867.170158207
3.0,0.9982345064267825,[14858074.19230971],30205049.598058693
3.0100000000000002,0.9982081747055748,[15813711.8871957],31980749.403470326
3.02,0.9981815738912836,[16830635.11325026],33860748.055443786
3.0300000000000002,0.998154704054318,[17912763.9141883],35851165.96450278
3.04,0.9981275652657312,[19064268.48742535],37958482.331582576
3.0500000000000003,0.9981001575972196,[20289585.11367833],40189556.15798281
3.06,0.9980724811211227,[21593433.09900837],42551648.48415519
3.0700000000000003,0.9980445359104224,[22980832.79354321],45052445.92910911
3.08,0.9980163220387426,[24457124.75518274],47700085.60639958
3.09,0.9979878395803485,[26027990.13092074],50503181.49709827
3.1,0.9979590886101466,[27699472.33301324],53470852.36483204
3.11,0.9979300692036832,[29478000.09211648],56612751.30293948
3.12,0.9979007814371448,[31370411.97471828],59939097.009045884
3.13,0.9978712253873573,[33383982.45771313],63460706.887910195
3.14,0.9978414011317851,[35526449.65885412],67189032.0892852
3.15,0.9978113087485312,[37806044.82806042],71136194.59374431
3.16,0.997780948316336,[40231523.71120995],75315026.46602435
3.17,0.9977503199145773,[42812199.90510664],79739111.40238962
3.18,0.9977194236232693,[45557980.32983026],84422828.70590772
3.19,0.9976882595230624,[48479402.95265725],89381399.83131759
3.2,0.9976568276952426,[51587676.90623961],94630937.6494396
3.21,0.9976251282217306,[54894725.15275043],100188498.58979954
3.22,0.9975931611850816,[58413229.85531081],106072137.82939929
3.23,0.9975609266684846,[62156680.62821084],112300967.70533133
3.24,0.9975284247557619,[66139425.84829572],118895219.53930555
3.25,0.9974956555313683,[70376727.2214149],125876309.07308894
3.2600000000000002,0.9974626190803907,[74884817.81010647],133266905.72547123
3.27,0.9974293154885477,[79680963.74171749],141091005.89361107
3.2800000000000002,0.9973957448421885,[84783529.83003491],149374010.53461656
3.29,0.9973619072282929,[90212049.35822833],158142807.27692467
3.3000000000000003,0.9973278027344702,[95987298.28658718],167425857.32559466
3.31,0.9972934314489588,[1.02131374e+08],177253287.4409807
3.3200000000000003,0.9972587934606258,[1.0866778e+08],187656987.2865454
3.33,0.9972238888589661,[1.15621514e+08],198670712.45875517
3.34,0.9971887177341017,[1.23019163e+08],210330193.5302471
3.35,0.9971532801767816,[1.30889005e+08],222673251.45669478
3.36,0.9971175762783808,[1.39261116e+08],235739919.71821114
3.37,0.9970816061308995,[1.48167484e+08],249572573.58770308
3.38,0.9970453698269628,[1.57642129e+08],264216066.941395
3.39,0.9970088674598201,[1.67721236e+08],279717877.05093193
3.4,0.9969720991233444,[1.78443286e+08],296128257.82198
3.41,0.9969350649120313,[1.89849208e+08],313500401.9713355
3.42,0.996897764920999,[2.01982531e+08],331890612.66310275
3.43,0.996860199245987,[2.14889548e+08],351358485.15483487
3.44,0.9968223679833561,[2.28619494e+08],371967099.03649026
3.45,0.9967842712300872,[2.43224731e+08],393783221.6790116
3.46,0.9967459090837808,[2.58760947e+08],416877523.54511607
3.47,0.9967072816426568,[2.75287366e+08],441324806.05288094
3.48,0.996668389005553,[2.92866973e+08],467204242.722782
3.49,0.996629231271925,[3.11566752e+08],494599634.38135743
3.5,0.9965898085418458,[3.31457938e+08],523599679.2395318
3.5100000000000002,0.9965501209160039,[3.52616292e+08],554298258.7112243
3.52,0.9965101684957044,[3.75122379e+08],586794739.8880847
3.5300000000000002,0.9964699513828668,[3.99061881e+08],621194295.6394666
3.54,0.9964294696800248,[4.24525915e+08],657608243.3629526
3.5500000000000003,0.996388723490326,[4.51611382e+08],696154403.4703733
3.56,0.9963477129175311,[4.8042133e+08],736957478.7571721
3.5700000000000003,0.9963064380660125,[5.11065344e+08],780149455.8697064
3.58,0.9962648990407544,[5.43659963e+08],825870030.1554781
3.59,0.9962230959473518,[5.78329117e+08],874267055.2559962
3.6,0.9961810288920098,[6.15204596e+08],925497018.8807782
3.61,0.9961386979815428,[6.54426548e+08],979725546.2845498
3.62,0.9960961033233738,[6.9614401e+08],1037127933.0580351
3.63,0.9960532450255344,[7.40515466e+08],1097889708.93607
3.64,0.9960101231966626,[7.87709451e+08],1162207234.4257565
3.65,0.9959667379460034,[8.37905184e+08],1230288332.161796
3.66,0.9959230893834076,[8.91293243e+08],1302352955.006909
3.67,0.9958791776193309,[9.48076288e+08],1378633893.03211
3.68,0.9958350027648332,[1.00846982e+09],1459377521.6355872
3.69,0.9957905649315785,[1.07270301e+09],1544844593.1896884
3.7,0.9957458642318331,[1.14101952e+09],1635311074.7442915
3.71,0.9957009007784658,[1.21367849e+09],1731069034.46111
3.72,0.9956556746849466,[1.29095545e+09],1832427579.6088314
3.73,0.9956101860653461,[1.3731434e+09],1939713849.1126323
3.74,0.9955644350343349,[1.46055389e+09],2053274063.8254545
3.75,0.9955184217071823,[1.55351822e+09],2173474637.871589
3.7600000000000002,0.9954721461997565,[1.65238864e+09],2300703354.6075487
3.77,0.9954256086285228,[1.75753975e+09],2435370610.950261
3.7800000000000002,0.9953788091105437,[1.86936983e+09],2577910734.040096
3.79,0.9953317477634772,[1.98830241e+09],2728783374.4357333
3.8000000000000003,0.9952844247055772,[2.11478783e+09],2888474980.2812
3.81,0.9952368400556916,[2.24930492e+09],3057500357.142141
3.8200000000000003,0.9951889939332621,[2.39236284e+09],3236404318.4807534
3.83,0.9951408864583234,[2.54450296e+09],3425763432.025908
3.84,0.9950925177515024,[2.70630095e+09],3626187867.5998225
3.85,0.9950438879340171,[2.87836887e+09],3838323352.2839384
3.86,0.9949949971276761,[3.06135753e+09],4062853239.147356
3.87,0.9949458454548779,[3.25595893e+09],4300500696.121223
3.88,0.9948964330386098,[3.46290884e+09],4552031021.983014
3.89,0.994846760002447,[3.68298958e+09],4818254096.817909
3.9,0.9947968264705527,[3.91703297e+09],5100026974.749971
3.91,0.9947466325676758,[4.16592344e+09],5398256627.187007
3.92,0.9946961784191515,[4.43060135e+09],5713902845.299068
3.93,0.9946454641508996,[4.71206656e+09],6047981310.955221
3.94,0.994594489889424,[5.01138214e+09],6401566845.87573
3.95,0.9945432557618118,[5.32967838e+09],6775796849.321551
3.96,0.9944917618957326,[5.66815707e+09],7171874935.238432
3.97,0.9944400084194375,[6.02809594e+09],7591074780.404915
3.98,0.9943879954617584,[6.41085354e+09],8034744195.799484
3.99,0.9943357231521069,[6.81787427e+09],8504309434.108819
4.0,0.994283191620474,[7.25069386e+09],9001279747.044363
4.01,0.9942304009974287,[7.71094508e+09],9527252206.924759
4.0200000000000005,0.9941773514141173,[8.20036391e+09],10083916807.815332
4.03,0.9941240430022629,[8.72079603e+09],10673061862.399033
4.04,0.994070475894164,[9.27420376e+09],11296579711.687765
4.05,0.994016650222694,[9.86267341e+09],11956472765.668385
4.0600000000000005,0.9939625661213003,[1.04884231e+10],12654859894.023756
4.07,0.9939082237240033,[1.11538111e+10],13393983187.172384
4.08,0.9938536231653958,[1.18613447e+10],14176215109.039095
4.09,0.9937987645806416,[1.26136894e+10],15004066064.202497
4.1,0.9937436481054756,[1.34136792e+10],15880192403.372879
4.11,0.9936882738762015,[1.42643272e+10],16807404892.53442
4.12,0.9936326420296925,[1.51688367e+10],17788677672.545868
4.13,0.9935767527033892,[1.6130613e+10],18827157737.5402
4.14,0.9935206060352991,[1.71532769e+10],19926174962.094154
4.15,0.9934642021639962,[1.82406775e+10],21089252708.869133
4.16,0.9934075412286194,[1.93969071e+10],22320119050.248478
4.17,0.9933506233688718,[2.06263162e+10],23622718639.430634
4.18,0.9932934487250202,[2.19335301e+10],25001225268.47688
4.19,0.9932360174378938,[2.33234659e+10],26460055152.974728
4.2,0.9931783296488832,[2.48013512e+10],28003880985.259964
4.21,0.99312038549994,[2.63727434e+10],29637646800.557606
4.22,0.9930621851335752,[2.80435507e+10],31366583702.951687
4.23,0.9930037286928592,[2.98200542e+10],33196226500.79815
4.24,0.99294501632142,[3.17089312e+10],35132431304.046425
4.25,0.9928860481634426,[3.37172804e+10],37181394138.95823
4.26,0.9928268243636683,[3.58526484e+10],39349670638.89882
4.2700000000000005,0.9927673450673936,[3.81230579e+10],41644196873.25617
4.28,0.9927076104204693,[4.05370376e+10],44072311380.107895
4.29,0.9926476205692993,[4.31036543e+10],46641778472.03419
4.3,0.9925873756608404,[4.58325467e+10],49360812888.45704
4.3100000000000005,0.9925268758426004,[4.87339612e+10],52238105872.112526
4.32,0.9924661212626379,[5.18187908e+10],55282852751.71445
4.33,0.9924051120695611,[5.5098615e+10],58504782117.592995
4.34,0.9923438484125267,[5.85857439e+10],61914186682.06547
4.3500000000000005,0.9922823304412394,[6.22932636e+10],65521955921.5783
4.36,0.9922205583059504,[6.62350853e+10],69339610603.2233
4.37,0.992158532157457,[7.04259972e+10],73379339304.13258
4.38,0.9920962521471011,[7.48817198e+10],77654037038.4735
4.39,0.9920337184267688,[7.96189648e+10],82177346113.36111
4.4,0.9919709311488888,[8.4655497e+10],86963699341.96265
4.41,0.9919078904664321,[9.00102012e+10],92028365749.42749
4.42,0.9918445965329107,[9.57031521e+10],97387498915.06502
4.43,0.9917810495023764,[1.0175569e+11],103058188102.40752
4.44,0.9917172495294204,[1.081905e+11],109058512337.50162
4.45,0.9916531967691719,[1.15031695e+11],115407597604.95883
4.46,0.9915888913772971,[1.22304911e+11],122125677341.02365
4.47,0.9915243335099987,[1.30037396e+11],129234156413.17538
4.48,0.9914595233240142,[1.38258115e+11],136755678786.6597
4.49,0.9913944609766157,[1.46997859e+11],144714199089.8093
4.5,0.991329146625608,[1.56289358e+11],153135058302.17084
4.51,0.9912635804293287,[1.66167404e+11],162045063802.25583
4.5200000000000005,0.9911977625466463,[1.7666898e+11],171472574025.32376
4.53,0.9911316931369595,[1.87833399e+11],181447587995.918
4.54,0.9910653723601964,[1.99702449e+11],192001840015.0483
4.55,0.9909988003768134,[2.1232055e+11],203168899797.9074
4.5600000000000005,0.9909319773477939,[2.2573492e+11],214984278374.96027
4.57,0.9908649034346478,[2.3999575e+11],227485540087.12402
4.58,0.9907975787994101,[2.5515639e+11],240712421024.69385
4.59,0.9907300036046399,[2.71273549e+11],254706954279.62402
4.6000000000000005,0.9906621780134198,[2.88407509e+11],269513602401.95123
4.61,0.9905941021893544,[3.06622344e+11],285179397473.43854
4.62,0.9905257762965695,[3.25986162e+11],301754089235.17487
4.63,0.990457200499711,[3.4657136e+11],319290301730.75214
4.64,0.990388374963944,[3.68454889e+11],337843698953.073
4.65,0.990319299854952,[3.91718546e+11],357473160010.6768
4.66,0.9902499753389351,[4.16449275e+11],378240964358.9303
4.67,0.9901804015826099,[4.4273949e+11],400212987672.59247
4.68,0.9901105787532074,[4.70687422e+11],423458908969.10547
4.69,0.9900405070184733,[5.00397483e+11],448052429626.79675
4.7,0.9899701865466659,[5.31980655e+11],474071504978.86804
4.71,0.9898996175065554,[5.65554902e+11],501598589202.9541
4.72,0.989828800067423,[6.0124561e+11],530720894266.97156
4.73,0.9897577343990597,[6.39186053e+11],561530663735.4547
4.74,0.9896864206717652,[6.79517889e+11],594125462286.3224
4.75,0.9896148590563468,[7.22391687e+11],628608481836.5337
4.76,0.989543049724119,[7.67967487e+11],665088865226.1802
4.7700000000000005,0.9894709928469013,[8.16415394e+11],703682048464.7303
4.78,0.9893986885970183,[8.67916213e+11],744510122600.2262
4.79,0.9893261371472978,[9.22662119e+11],787702216332.7091
4.8,0.9892533386710701,[9.80857372e+11],833394900556.8447
4.8100000000000005,0.989180293342167,[1.04271908e+12],881732616086.2588
4.82,0.9891070013349205,[1.10847799e+12],932868125883.2749
4.83,0.989033462824162,[1.17837938e+12],986962993193.096
4.84,0.988959677985221,[1.25268393e+12],1044188087060.9089
4.8500000000000005,0.9888856469939241,[1.33166872e+12],1104724116794.5735
4.86,0.988811370026594,[1.41562823e+12],1168762197024.218
4.87,0.9887368472600484,[1.50487549e+12],1236504445104.0708
4.88,0.9886620788715988,[1.59974317e+12],1308164612700.7615
4.89,0.9885870650390497,[1.70058487e+12],1383968753517.2766
4.9,0.988511805940697,[1.80777641e+12],1464155929212.2651
4.91,0.9884363017553276,[1.92171722e+12],1548978955691.3398
4.92,0.9883605526622176,[2.04283185e+12],1638705192070.6206
4.93,0.9882845588411318,[2.17157154e+12],1733617374743.023
4.94,0.9882083204723224,[2.30841584e+12],1834014499115.9194
4.95,0.9881318377365279,[2.45387449e+12],1940212751734.1562
4.96,0.9880551108149718,[2.60848921e+12],2052546495656.579
4.97,0.9879781398893617,[2.7728358e+12],2171369312116.3105
4.98,0.9879009251418884,[2.94752622e+12],2297055101667.103
4.99,0.9878234667552245,[3.13321085e+12],2429999248199.175
5.0,0.9877457649125232,[3.33058097e+12],2570619849399.7427
5.01,0.9876678197974177,[3.54037126e+12],2719359017435.471
5.0200000000000005,0.9875896315940195,[3.76336256e+12],2876684253848.252
5.03,0.9875112004869175,[4.00038476e+12],3043089902881.0576
5.04,0.9874325266611775,[4.25231985e+12],3219098687689.62
5.05,0.9873536103023398,[4.52010525e+12],3405263334146.9766
5.0600000000000005,0.9872744515964194,[4.80473723e+12],3602168287214.501
5.07,0.9871950507299038,[5.10727463e+12],3810431525133.7334
5.08,0.9871154078897526,[5.42884279e+12],4030706476990.459
5.09,0.9870355232633965,[5.77063772e+12],4263684049515.423
5.1000000000000005,0.9869553970387352,[6.1339305e+12],4510094769317.785
5.11,0.9868750294041374,[6.52007205e+12],4770711047096.461
5.12,0.986794420548439,[6.93049811e+12],5046349570744.504
5.13,0.9867135706609421,[7.36673453e+12],5337873834650.706
5.14,0.9866324799314139,[7.83040297e+12],5646196812915.392
5.15,0.9865511485500856,[8.32322691e+12],5972283784631.738
5.16,0.9864695767076516,[8.84703799e+12],6317155319843.281
5.17,0.9863877645952673,[9.40378284e+12],6681890435273.883
5.18,0.9863057124045493,[9.99553027e+12],7067629929437.48
5.19,0.9862234203275735,[1.06244789e+13],7475579907276.98
5.2,0.9861408885568738,[1.12929655e+13],7907015505051.82
5.21,0.9860581172854413,[1.20034733e+13],8363284826797.543
5.22,0.9859751067067236,[1.27586414e+13],8845813104316.43
5.23,0.9858918570146226,[1.35612747e+13],9356107093331.705
5.24,0.985808368403494,[1.44143538e+13],9895759719146.396
5.25,0.9857246410681461,[1.53210466e+13],10466454985899.068
5.26,0.9856406752038386,[1.62847197e+13],11069973164297.777
5.2700000000000005,0.9855564710062815,[1.73089508e+13],11708196273551.047
5.28,0.985472028671634,[1.83975423e+13],12383113874095.117
5.29,0.9853873483965027,[1.95545348e+13],13096829188649.477
5.3,0.9853024303779414,[2.07842228e+13],13851565570113.594
5.3100000000000005,0.9852172748134496,[2.20911699e+13],14649673335857.629
5.32,0.9851318819009707,[2.34802262e+13],15493636989053.832
5.33,0.9850462518388918,[2.49565457e+13],16386082848853.258
5.34,0.9849603848260422,[2.6525606e+13],17329787112431.5
5.3500000000000005,0.9848742810616917,[2.8193228e+13],18327684373217.37
5.36,0.9847879407455502,[2.9965598e+13],19382876620977.152
5.37,0.984701364077766,[3.184929e+13],20498642750865.066
5.38,0.9846145512589248,[3.38512904e+13],21678448610062.96
5.39,0.9845275024900487,[3.59790235e+13],22925957612234.195
5.4,0.984440217972595,[3.82403796e+13],24245041951704.4
5.41,0.9843526979084544,[4.06437432e+13],25639794451061.83
5.42,0.9842649424999506,[4.31980251e+13],27114541077754.53
5.43,0.9841769519498388,[4.59126943e+13],28673854167240.53
5.44,0.9840887264613046,[4.87978138e+13],30322566392347.086
5.45,0.9840002662379627,[5.18640773e+13],32065785520701.117
5.46,0.9839115714838557,[5.51228491e+13],33908910004430.03
5.47,0.983822642403453,[5.85862058e+13],35857645448787.37
5.48,0.9837334792016496,[6.22669811e+13],37918022008961.484
5.49,0.983644082083765,[6.61788129e+13],40096412767060.39
5.5,0.9835544512555418,[7.03361944e+13],42399553144164.75
5.51,0.9834645869231445,[7.47545268e+13],44834561405383.03
